FID;CODIGO;CAPACIDAD_NOMINAL;FASES;COOR_GPS_LON;COOR_GPS_LAT;MUNICIPIO;UBICACION;CIRCUITO;PROPIETARIO_1;EQUIPO_PADRE;FID_EQUIPO_PADRE
31032081;ARUP0355;225;RST;-75,67148337;4,550790914;ARMENIA;YULIMA ET 1 BLQ G;113-23-;PARTICULAR;S-039;31032071
31032082;ARUP0467;400;RST;-75,6625103;4,549184875;ARMENIA;5 AN 16 54 ED SIERRA VIENTO;113-23-;PARTICULAR;C-0517;31324347
31032083;ARUQ0419;37,5;ST;-75,66320015;4,550668856;ARMENIA;CL 1OA N 18 48;113-23-;EDEQ;C-0400;31032052
31032084;ARUP1309;30;RST;-75,66777882;4,546729931;ARMENIA;PTO DE SALUD LA MILAGROSA CR 19 CALLE 2N;113-23-;PARTICULAR;S-2173;31032055
31032085;ARUP0403;30;RST;-75,66559593;4,550473784;ARMENIA;EST SERV EL GUADUAL CRA 19 CALLE 10N;113-23-;PARTICULAR;C-0400;31032052
31032086;ARUP0422;75;RST;-75,66259469;4,550251805;ARMENIA;CL 10N 17A 85;113-23-;PARTICULAR;C-0400;31032052
31032087;ARUP0378;300;RST;-75,66683573;4,545289752;ARMENIA;BULEVAR NIZA CRA 19 CALLE 2N;113-23-;PARTICULAR;S-599;31032063
31032088;ARUQ0400;75;RST;-75,66280717;4,547554577;ARMENIA;CR 16 4N 35;113-23-;EDEQ;S-896;31032065
31032089;ARUP0353;225;RST;-75,67125315;4,549656796;ARMENIA;YULIMA ET II;113-23-;PARTICULAR;S-039;31032071
31032090;ARUQ0439;150;RST;-75,66000951;4,551019652;ARMENIA;CR 15 10AN E/BASAN;113-23-;EDEQ;C-0400;31032052
31032091;ARUP0444;112,5;RST;-75,6591777;4,550722388;ARMENIA;ED AVENIDA CL 10N CRA 14 ESQ;113-23-;PARTICULAR;S-1506;31032057
31032092;ARUQ0359;15;RT;-75,66793844;4,550338265;ARMENIA;COL JORGE ISAAC CRA 19 CALLE 9N;113-23-;EDEQ;C-0808;43253383
31032093;ARUP0381;200;RST;-75,66661907;4,546907556;ARMENIA;CR 19 18 40;113-23-;PARTICULAR;C-0292;31032051
31032094;ARUQ0384;37,5;RT;-75,66607174;4,546703975;ARMENIA;CL 2AN 18 158 ED SARAVENA;113-23-;EDEQ;C-0292;31032051
31032096;ARUP0370;112,5;RST;-75,670562;4,548363567;ARMENIA;CO CERRADO SORRENTO BLQ 12 Y 14;113-23-;PARTICULAR;S-889;31032069
31032097;ARUQ2114;25;RT;-75,66665532;4,548643382;ARMENIA;CLL 5N 18A 104 LOC 24 ;113-23-;EDEQ;C-0517;31324347
31032098;ARUP0460;50;RT;-75,66372692;4,548488452;ARMENIA;E/MEDITERRANEO CL 5N 17 17;113-23-;PARTICULAR;C-0517;31324347
31032099;ARUQ0351;30;RST;-75,67045463;4,550303427;ARMENIA;YULIMA ET II;113-23-;EDEQ;S-039;31032071
31032100;ARUP0449;50;RT;-75,66497016;4,548461067;ARMENIA;ED SAN JACINTO CRA 18A CALLE 5N;113-23-;PARTICULAR;C-0517;31324347
31032102;ARUQ0388;50;RS;-75,66441381;4,546886042;ARMENIA;CL 2A N 18 05;113-23-;EDEQ;C-0292;31032051
31032103;ARUQ0399;112,5;RST;-75,66244182;4,546892102;ARMENIA;CR 15 CL 3N EQ;113-23-;EDEQ;S-776;31032072
31032104;ARUP0358;50;RST;-75,66842457;4,550510987;ARMENIA;CL 9N INEM AGROPECUARIO;113-23-;PARTICULAR;S-041;31032062
31032105;ARUP0390;75;RST;-75,66464286;4,545843233;ARMENIA;ED GUADALUPE CRA 18 CALLE 1N;113-23-;PARTICULAR;S-107;31032061
31032106;ARUP0493;75;RST;-75,662712;4,546466833;ARMENIA;CLL 2N CR 15 ESQUINA FUNDACION ALEJANDRO LONDOÑO;113-23-;PARTICULAR;S-776;31032072
31032107;ARUP0406;45;RST;-75,66429613;4,550397997;ARMENIA;CL 10N 18 150 E/NAPOLES;113-23-;PARTICULAR;C-0400;31032052
31032108;ARUP0454;15;ST;-75,66425015;4,54903733;ARMENIA;CL 5A N 17 71;113-23-;PARTICULAR;C-0517;31324347
31032109;ARUP0423;150;RST;-75,66272639;4,550623624;ARMENIA;LAS VERANERAS CLL 10N 18 76;113-23-;PARTICULAR;C-0400;31032052
31032110;ARUN2587;75;RST;-75,667561;4,548943495;ARMENIA;CLL 2N CRA 19 BAYON;113-23-;EDEQ;C-0808;43253383
31032111;ARUP0437;75;RST;-75,66044284;4,549176275;ARMENIA;CR 15 7N 39 E/EL RIALITO;113-23-;PARTICULAR;S-1572;31032067
31032113;ARUP0412;150;RST;-75,66381445;4,55025421;ARMENIA;CON PROVIDENCIA ET II CLL 10N 18 101;113-23-;PARTICULAR;C-0400;31032052
31032114;ARUQ2056;45;RST;-75,6591998;4,551852477;ARMENIA;CL 11N 14A 28 RINCON DE LA SAMARIA;112-23-;EDEQ;S-1239;39324762
31032115;ARUP0376;150;RST;-75,66930833;4,549119598;ARMENIA;CO CERRADO SORRENTO BLQ 1 AL 8;113-23-;PARTICULAR;S-889;31032069
31032116;ARUQ2031;45;RST;-75,6672983;4,549222326;ARMENIA;CR 19 BOSQUES PALMA REAL;113-23-;EDEQ;S-1787;31032059
31032117;ARUP0360;100;RST;-75,6675362;4,550109656;ARMENIA;COL JORGE ISAAC CLL 9N 19;113-23-;PARTICULAR;C-0808;43253383
31032176;ARUP0440;150;RST;-75,65989319;4,551073665;ARMENIA;CR 15 14 A 20 CAMINO DE SAN LORENZO;113-23-;PARTICULAR;C-0400;31032052
31032177;ARUQ0397;75;RST;-75,66364533;4,547368189;ARMENIA;CR 17 CL 2N 51;113-23-;EDEQ;S-776;31032072
31032178;ARUP0459;50;RST;-75,66391742;4,548733822;ARMENIA;CL 5N 17 42 E/SAN FERNANDO;113-23-;PARTICULAR;C-0517;31324347
31032179;ARUP1844;225;RST;-75,6701359;4,551135423;ARMENIA;CR 22 9 18 RINCON DEL YULIMA;113-23-;PARTICULAR;S-039;31032071
31032180;ARUP0365;112,5;RST;-75,66593253;4,550177018;ARMENIA;AV 19 18 351 TORRES DE MARFIL;113-23-;PARTICULAR;C-0400;31032052
31032181;ARUP0424;45;RST;-75,66247476;4,550309427;ARMENIA;CL 10N 18 61 E/LA SIERRA;113-23-;PARTICULAR;C-0400;31032052
31032182;ARUQ0408;45;RST;-75,66442793;4,550259939;ARMENIA;CL 10N 18 290;113-23-;EDEQ;C-0400;31032052
31032183;ARUN2397;75;RST;-75,6645479;4,547414264;ARMENIA;EDIF ATIKA CLL 3 N 18-17;113-23-;EDEQ;S-1894;31032056
31032184;ARUP0372;400;RST;-75,66981867;4,548425392;ARMENIA;CO CERRADO SORRENTO BLQ 10 Y 11;113-23-;PARTICULAR;S-889;31032069
31032185;ARUP0466;37,5;RT;-75,66280001;4,548909715;ARMENIA;ED LOS CEREZOS CL 5A N 16 22;113-23-;PARTICULAR;C-0517;31324347
31032186;ARUP0427;25;RT;-75,66217357;4,550465231;ARMENIA;CL 10N 17A 19 ESC NATACION;113-23-;PARTICULAR;C-0400;31032052
31032187;ARUP0371;112,5;RST;-75,67016211;4,547857425;ARMENIA;CO CERRADO SORRENTO BLQ 19;113-23-;PARTICULAR;S-889;31032069
31032189;ARUP0410;37,5;RS;-75,66414708;4,550146381;ARMENIA;CL 10N 18 119;113-23-;PARTICULAR;C-0400;31032052
31032190;ARUP2302;150;RST;-75,65970506;4,55054172;ARMENIA;MOKAWA PLAZA  CRA 14 CALLE 10N;113-23-;PARTICULAR;S-1506;31032057
31032191;ARUN2347;150;RST;-75,66798231;4,548633333;ARMENIA;CLL 2 N CRA 19 OPALO;113-23-;PARTICULAR;C-0808;43253383
31032192;ARUQ0473;75;RST;-75,66166078;4,548268314;ARMENIA;CL 5N 14 36 CAMARA;113-23-;EDEQ;S-1572;31032067
31032193;ARUN2557;75;RST;-75,67078328;4,547149875;ARMENIA;PARQ RES DEL CAFE CRA 19 CALLE 3N;113-23-;EDEQ;S-2226;31032073
31032194;ARUP0426;112,5;RST;-75,66227145;4,551085594;ARMENIA;CL 10N 18 70 MOLLAREA;113-23-;PARTICULAR;C-0400;31032052
31032195;ARUQ1801;45;RST;-75,66945561;4,551205506;ARMENIA;QUINTAS DEL PALMAR CRA 22 CALEE 9N;113-23-;EDEQ;C-0808;43253383
31032196;ARUP0438;75;RST;-75,66129829;4,548902232;ARMENIA;CR 15 CL 7 N ED MANGLARES;113-23-;PARTICULAR;S-1572;31032067
31032197;ARUP0369;50;RT;-75,6697509;4,547608007;ARMENIA;COND EL REMANSO CLL 5 N 20 00;113-23-;PARTICULAR;S-2174;31032070
31032198;ARUP0409;150;RST;-75,66390391;4,550577128;ARMENIA;PROVIDENCIA ET IV CLL 10N 18 108;113-23-;PARTICULAR;C-0400;31032052
31032199;ARUN2464;112,5;RST;-75,66124112;4,550495032;ARMENIA;CLL 10N 16-33;113-23-;EDEQ;C-0400;31032052
31032200;ARUP1831;75;RST;-75,66771807;4,546929604;ARMENIA;BOMBEROS NORTE CRA 19 CALLE 2;113-23-;PARTICULAR;S-2173;31032055
31032201;ARUP0382;500;RST;-75,66622629;4,546906784;ARMENIA;CL 2 18 144 BULEVAR DEL COLISEO;113-23-;PARTICULAR;C-0292;31032051
31032202;ARUP0386;112,5;RST;-75,66557853;4,546467052;ARMENIA;CL 2A N 18 131 ED SANCANCIO;113-23-;PARTICULAR;C-0292;31032051
31032203;ARUQ0387;50;RT;-75,66514013;4,54676633;ARMENIA;CL 2A N 18 184;113-23-;EDEQ;C-0292;31032051
31032204;ARUP0418;50;RS;-75,66330573;4,550578661;ARMENIA;ED EL SADAY CL 10N 18 24;113-23-;PARTICULAR;C-0400;31032052
31032205;ARUP0394;112,5;RST;-75,66297457;4,545793842;ARMENIA;ED MONSERRATE CR 16 1N 09;113-23-;EDEQ;C-0640;37174214
31032206;ARUP0379;300;RST;-75,66717529;4,545782216;ARMENIA;BULEVAR NIZA CRA 19 CALLE 2N;113-23-;PARTICULAR;S-599;31032063
31032207;ARUQ2077;75;RST;-75,66637072;4,548144697;ARMENIA;CON SALAMANCA II CRA 19 CALLE 5N;113-23-;EDEQ;S-1933;31032054
31032209;ARUP0383;25;RS;-75,66610148;4,54669861;ARMENIA;CL 2A 18 195 ED ADRIANA;113-23-;PARTICULAR;C-0292;31032051
31032210;ARUQ2273;225;RST;-75,66545636;4,550902023;ARMENIA;BADAJOZ CTA 19N CALLE 10N;113-23-;EDEQ;C-0400;31032052
31032211;ARUP0470;30;RST;-75,66235176;4,548716271;ARMENIA;ED LOS MADRIGALES 5AN 61;113-23-;PARTICULAR;C-0517;31324347
31032212;ARUN2448;112,5;RST;-75,66437931;4,54656052;ARMENIA;CRA 18 CLL 1N RADIOLOGOS DEL QUINDIO;113-23-;PARTICULAR;C-0640;37174214
31032213;ARUQ0361;75;RST;-75,6668296;4,550467755;ARMENIA;AV 19 ENTRADA INEM;113-23-;EDEQ;C-0808;43253383
31032214;ARUP0469;75;RT;-75,6622424;4,548440324;ARMENIA;ED PRINCESS CL 5N 15 15;113-23-;PARTICULAR;C-0517;31324347
31032215;ARUN2542;75;RST;-75,66267414;4,546479415;ARMENIA;CLL 2N CRA 15 ARMENIA;113-23-;EDEQ;S-776;31032072
31032216;ARUP0471;112,5;RST;-75,6620835;4,548616298;ARMENIA;CL 5N 16 07 ED LOS ABEDULES;113-23-;PARTICULAR;S-1572;31032067
31032217;ARUQ0457;37,5;RT;-75,66538009;4,548905757;ARMENIA;CLL 6N 18 166;113-23-;EDEQ;C-0517;31324347
31032218;ARUN2398;150;RST;-75,66403481;4,550893799;ARMENIA;TORRES COCORA CALLE 10N BRR PROVIDENCIA;113-23-;PARTICULAR;S-1899;31032064
31032219;ARUP0462;112,5;RST;-75,66337001;4,5490365;ARMENIA;ED SAN ROQUE CR 17 5 N 16;113-23-;PARTICULAR;S-1833;31032066
31032220;ARUP2283;112,5;RST;-75,66439278;4,550729969;ARMENIA;CALLE 10N 17;113-23-;EDEQ;S-1899;31032064
31032119;ARUP0375;400;RST;-75,66936246;4,549078118;ARMENIA;CO CERRADO SORRENTO;113-23-;PARTICULAR;S-889;31032069
31032120;ARUN2324;75;RST;-75,66889697;4,54848777;ARMENIA;TORRES DE ALMERIA CALLE 5N CRA 20;113-23-;EDEQ;C-0808;43253383
31032121;ARUP0490;112,5;RST;-75,66561247;4,550306569;ARMENIA;AV 19 18 351 TORRES DE MARFIL;113-23-;PARTICULAR;C-0400;31032052
31032122;ARUP0357;150;RST;-75,66958547;4,551135246;ARMENIA;YULIMA ET 3 CL 9 N 21 51;113-23-;PARTICULAR;C-0808;43253383
31032123;ARUP0472;112,5;RST;-75,66160163;4,548111799;ARMENIA;CLL 5N CR 14 AV CONAVI;113-23-;PARTICULAR;S-1572;31032067
31032124;ARUP0393;75;RST;-75,66316173;4,545907216;ARMENIA;IBIZA CALLE 1N 16 09;113-23-;PARTICULAR;C-0640;37174214
31032125;ARUP0447;37,5;RT;-75,66556297;4,548440537;ARMENIA;CL 5A N 18A 07 BACHUE;113-23-;PARTICULAR;C-0517;31324347
31032126;ARUP2023;112,5;RST;-75,66071964;4,55043524;ARMENIA;CON LA RIOJA CALLE 10N CRA 17;113-23-;PARTICULAR;S-1506;31032057
31032127;ARUP1903;75;RST;-75,66666969;4,550050094;ARMENIA;AV 19 COND PALMACERA;113-23-;PARTICULAR;C-0808;43253383
31032128;ARUP0465;45;RST;-75,66267117;4,548920309;ARMENIA;CL 5N 16 10 E/LA CEIBA;113-23-;PARTICULAR;C-0517;31324347
31032129;ARUN2382;1000;RST;-75,65954597;4,55035427;ARMENIA;CRA 14 9N 34 HOTEL MOCAWA;113-23-;PARTICULAR;S-1506;31032057
31032130;ARUP0350;225;RST;-75,67018168;4,550294755;ARMENIA;YULIMA ET II PARQUEADERO;113-23-;PARTICULAR;S-039;31032071
31032131;ARUQ0442;75;RST;-75,65961935;4,551524237;ARMENIA;CR 15 10A N 11;112-23-;EDEQ;S-1239;39324762
31032132;ARUP0373;75;RST;-75,66975748;4,548390919;ARMENIA;CO CERRADO SORRENTO BLQ 10 Y 11;113-23-;PARTICULAR;S-889;31032069
31032133;ARUP2271;225;RST;-75,66689626;4,547508383;ARMENIA;CRA 19 CLL 2N COLSANITAS;113-23-;PARTICULAR;C-0521;31324812
31032134;ARUQ0455;75;ST;-75,66456019;4,548962001;ARMENIA;CR 18 5N 51;113-23-;EDEQ;C-0517;31324347
31032135;ARUQ0435;225;RST;-75,66018796;4,550520073;ARMENIA;CR 15 CL 10N E/BELMONTE;113-23-;EDEQ;S-1506;31032057
31032136;ARUQ0456;25;RT;-75,66532595;4,548950852;ARMENIA;CLL 6N 18 166;113-23-;PARTICULAR;C-0517;31324347
31032137;ARUN2313;225;RST;-75,66459099;4,551178763;ARMENIA;CLL 10AN 18 36 PARQ/RESIDENCIAL COCORA;113-23-;EDEQ;S-1899;31032064
31032138;ARUP0362;15;RT;-75,66647816;4,550790125;ARMENIA;AV 19 ENTRADA INEM;113-23-;PARTICULAR;S-041;31032062
31032139;ARUP0448;75;RST;-75,66493822;4,54821149;ARMENIA;ED EL TUNAL CRA 18A CALLE 5N;113-23-;PARTICULAR;C-0517;31324347
31032141;ARUQ0391;150;RST;-75,66376366;4,546746444;ARMENIA;CL 2N 17 07;113-23-;EDEQ;C-0640;37174214
31032142;ARUP0364;400;RST;-75,66764077;4,551457784;ARMENIA;INTERIOR INEM;113-23-;PARTICULAR;S-041;31032062
31032143;ARUP0380;225;RST;-75,66744674;4,545173427;ARMENIA;BULEVAR NIZA CRA 19 CALLE 2N;113-23-;PARTICULAR;S-599;31032063
31032144;ARUP0450;30;RST;-75,66448289;4,54841129;ARMENIA;CR 18 4N 63;113-23-;PARTICULAR;C-0517;31324347
31032145;ARUQ2030;45;RST;-75,66556186;4,548546307;ARMENIA;CL 5N 18A 10 ALTOS DEL OLIVAR;113-23-;EDEQ;C-0517;31324347
31032146;ARUQ0377;37,5;ST;-75,66657041;4,546451825;ARMENIA;CR 19 CL 2N;113-23-;EDEQ;C-0446;31032050
31032147;ARUP0441;15;RT;-75,65969051;4,551526186;ARMENIA;CRA 15 10AN 20;112-23-;PARTICULAR;S-1239;39324762
31032148;ARUQ0436;75;RT;-75,66026102;4,549554707;ARMENIA;CR 15 CL 8N;113-23-;EDEQ;S-1572;31032067
31032149;ARUP0354;225;RST;-75,67169363;4,550141321;ARMENIA;YULIMA ET I BLQ I;113-23-;PARTICULAR;S-039;31032071
31032150;ARUP0417;45;RST;-75,66301081;4,550293308;ARMENIA;ED BETHESDA CL 10N 18 13;113-23-;PARTICULAR;C-0400;31032052
31032151;ARUP0446;37,5;RT;-75,66548986;4,548512716;ARMENIA;CL 5N 18A 07;113-23-;PARTICULAR;C-0517;31324347
31032153;ARUN2616;75;RST;-75,67036931;4,546928477;ARMENIA;PARQUE RESIDENCIAL DEL CAFE;113-23-;EDEQ;S-2226;31032073
31032154;ARUN2384;1000;RST;-75,65960095;4,55034353;ARMENIA;CRA 14 9N 34 HOTEL MOCAWA;113-23-;PARTICULAR;S-1506;31032057
31032155;ARUQ2017;112,5;RST;-75,6674041;4,548560778;ARMENIA;CR 19 4N 72 ESQ;113-23-;EDEQ;C-0521;31324812
31032157;ARUQ2146;45;RST;-75,66233208;4,547265253;ARMENIA;CR 15 3N-39;113-23-;EDEQ;S-776;31032072
31032158;ARUP0405;150;RST;-75,66503559;4,550015237;ARMENIA;TORRE PROVIDEN II CALLE 9A 18-183;113-23-;PARTICULAR;C-0400;31032052
31032159;ARUP0352;225;RST;-75,67073829;4,549898973;ARMENIA;YULIMA ET III BLQ D Y E;113-23-;PARTICULAR;S-039;31032071
31032160;ARUP0411;150;RST;-75,6635473;4,550509526;ARMENIA;CO PROVIDENCIA ET III CLL 10N 18 98;113-23-;PARTICULAR;C-0400;31032052
31032161;ARUP0414;50;RT;-75,66306907;4,54860016;ARMENIA;CL 5N 16 71;113-23-;PARTICULAR;C-0517;31324347
31032162;ARUN2446;45;RST;-75,66906661;4,548344361;ARMENIA;CLL 50N 20-25 E/TORREBELA;113-23-;EDEQ;C-0808;43253383
31032163;ARUP1843;100;RST;-75,67019972;4,551672548;ARMENIA;MISION MISIONERA CRA 20 CALLE 9N;113-23-;PARTICULAR;C-0808;43253383
31032164;ARUN2463;75;RST;-75,66520172;4,550284064;ARMENIA;PASADENA COUNTRY CALLE 10N CRA 18;113-23-;EDEQ;C-0400;31032052
31032165;ARUP2037;45;RST;-75,66640543;4,544670544;ARMENIA;BULEVAR NISA  CRA 19 CALLE 2N;113-23-;PARTICULAR;S-599;31032063
31032166;ARUP0356;225;RST;-75,67150492;4,551290891;ARMENIA;YULIMA ET 1 BLQ G 4;113-23-;PARTICULAR;S-039;31032071
31032167;ARUP0452;75;ST;-75,66486058;4,549215723;ARMENIA;PALMA DEL RIO CL 6 18 16;113-23-;PARTICULAR;C-0517;31324347
31032168;ARUP0367;30;RST;-75,66713556;4,547678812;ARMENIA;CR 19 2N 30;113-23-;PARTICULAR;C-0521;31324812
31032169;ARUP0389;150;RST;-75,66551316;4,547653925;ARMENIA;PALMAS DE SORRENTO CLL 3N CRA 18;113-23-;PARTICULAR;S-1894;31032056
31032170;ARUP0453;50;ST;-75,66496871;4,549203279;ARMENIA;CL 6 18 20;113-23-;PARTICULAR;C-0517;31324347
31032171;ARUQ0451;50;RS;-75,66445128;4,548452813;ARMENIA;CR 18 4N 63;113-23-;EDEQ;C-0517;31324347
31032172;ARUP0468;112,5;RST;-75,66305356;4,549160633;ARMENIA;ED SIERRA GRANDE CLL 6N 16 43;113-23-;PARTICULAR;S-1833;31032066
31032173;ARUP1846;225;RST;-75,67000956;4,550788023;ARMENIA;CL 9N 21 51;113-23-;PARTICULAR;S-039;31032071
31032174;ARUQ0464;25;RT;-75,66248889;4,548613481;ARMENIA;CL 5N CR 16 PQ;113-23-;EDEQ;C-0517;31324347
31032175;ARUP0425;75;RST;-75,66232155;4,550340766;ARMENIA;CL 10N 18 47 E/MARANATA;113-23-;PARTICULAR;C-0400;31032052
31027366;TERP0417;3000;RST;-75,7698953;4,467849816;LA TEBAIDA;FABRICA PRINTEX VIA VALLE;101-35;PARTICULAR;C-0270;31027365
31134130;TERP0332;37,5;RS;-75,89038925;4,415609386;ZARZAL;VR LA HERRADURA HD LA SECRETA;101-25-;PARTICULAR;S-661;31133851
31134088;TERP0170;15;RT;-75,84749392;4,439346161;LA TEBAIDA;VR LA HERRADURA FC EL CARMELO;101-25-;PARTICULAR;C-0224;31133837
31134254;TERP0164;15;RST;-75,84721038;4,443552495;LA TEBAIDA;VR LA HERRADURA FC VL VALENTINA;101-25-;EDEQ;S-644;31133875
31133952;TERP0336;75;RST;-75,83282932;4,430605928;LA TEBAIDA;VR POPA FC HOTEL MIRADOR LAS PALMAS;101-25-;PARTICULAR;SR-0015;31133900
31133982;TERP0141;25;ST;-75,83582408;4,44101088;LA TEBAIDA;VR KILOMETRO-38 FC LA JULIA;101-25-;PARTICULAR;S-1908;31133871
31134252;TERP0139;15;RN;-75,83786609;4,443752858;LA TEBAIDA;VR LA POPA FC LAS MARGARITAS;101-25-;PARTICULAR;SR-0017;31133873
31133973;TERP0152;25;ST;-75,83274523;4,431870624;LA TEBAIDA;HOTEL MIRADOR;101-25-;PARTICULAR;SR-0015;31133900
31134278;TERQ0391;15;ST;-75,83040567;4,438964762;LA TEBAIDA;VR LA POPA CH VL LIGIA;101-25-;EDEQ;S-450;31133928
31134086;TERP0144;15;ST;-75,83884726;4,4344766;LA TEBAIDA;VR KILOMETRO-38 FC LAS MANGAS;101-25-;PARTICULAR;S-1908;31133871
31134079;TERN0461;15;RS;-75,81312825;4,448677771;LA TEBAIDA;VR LA POPA  FC VILLA JAILY KM 3;101-25-;PARTICULAR;C-0026;31133834
31134117;TERP0338;5;ST;-75,83036154;4,438960167;LA TEBAIDA;VDA LA POPA FCA SAN ANTONIO;101-25-;EDEQ;S-450;31133928
31133936;TERP0177;15;RN;-75,84865829;4,434127794;LA TEBAIDA;VR LA HERRADURA FC LA MARINA;101-25-;PARTICULAR;S-646;31133878
31134223;TERN0447;5;ST;-75,86325764;4,414689205;LA TEBAIDA;VR LA HERRADURA FC EL ALAMBRADO;101-25-;PARTICULAR;S-1683;31133919
31134324;MORQ0464;5;RT;-75,84148858;4,4575113;MONTENEGRO;VR GUAYCO FC LA FLORESTA;101-25-;EDEQ;C-0922;46909736
31134125;TERP0195;15;ST;-75,86619387;4,416516717;LA TEBAIDA;VR LA HERRADURA HD BRASILIA;101-25-;PARTICULAR;S-606;31133909
31134036;TERP0411;15;RT;-75,82333139;4,442401861;LA TEBAIDA;NUEVO AMANACER SAN LAZARO;101-25-;PARTICULAR;C-0190;31133829
31134196;TERN0462;25;RT;-75,83500078;4,444751568;LA TEBAIDA;VR LA POPA FC EL JARDIN ANT.COMCEL;101-25-;PARTICULAR;C-0224;31133837
31134238;TERP0075;15;RS;-75,81046965;4,419221186;LA TEBAIDA;VR LA ARGENTINA FC SANTA FE;101-25-;PARTICULAR;S-1059;31133848
31134141;TERQ0117;15;RN;-75,81611117;4,449505634;LA TEBAIDA;VR HERRADURA FC LA POPA;101-25-;EDEQ;S-466;31133877
31134251;TERQ0103;15;RST;-75,80561604;4,449498354;LA TEBAIDA;VR LA HERRADURA FC PALO VERDE;101-25-;EDEQ;C-0026;31133834
31134282;TERQ0433;5;RS;-75,82260818;4,44020005;LA TEBAIDA;VR LA POPA FC EL RETIRO;101-25-;EDEQ;C-0190;31133829
31134297;TERP0296;5;RS;-75,81800957;4,425945423;LA TEBAIDA;VDA EL CINCO FCA LA ELENA;101-25-;PARTICULAR;S-1952;31133850
31134218;MORP0648;30;RST;-75,83022222;4,457611135;MONTENEGRO;VR POTOSI CAFE ASEO;101-25-;PARTICULAR;S-1955;31133902
31134035;TERP0173;5;RS;-75,84642936;4,438155479;LA TEBAIDA;VR LA HERRADURA FC LAS CAMELIAS;101-25-;EDEQ;S-645;31133895
31134261;TERN0469;45;RST;-75,84598308;4,447046616;LA TEBAIDA;VDA LA HERRADURA FCA LOS MOLINOS III;101-25-;PARTICULAR;S-643;39416712
31134070;TERQ0323;25;RT;-75,82393219;4,442412832;LA TEBAIDA;VR LA POPA FC AMANECER;101-25-;EDEQ;C-0190;31133829
31134122;TERQ0281;37,5;RS;-75,8214243;4,447776175;LA TEBAIDA;VR LA POPA FC LA POPA;101-25-;EDEQ;C-0655;39485475
31133965;TERP0322;30;RST;-75,79896727;4,452645682;LA TEBAIDA;FC MAYORCA;101-25-;PARTICULAR;S-1517;31133925
31134114;TERP0132;15;RT;-75,8274516;4,445599454;LA TEBAIDA;VR LA POPA FC LA MARIA;101-25-;EDEQ;C-0655;39485475
31134327;TERP0120;15;RST;-75,82763108;4,436933057;LA TEBAIDA;VR LA POPA FC LA MESETA;101-25-;EDEQ;S-1953;31133857
31134003;TERQ0107;15;RS;-75,8439579;4,44229666;LA TEBAIDA;VR LA HERRADURA FC VILLA  KIPAUCA;101-25-;EDEQ;C-0224;31133837
31134180;TERN0465;5;ST;-75,8635462;4,432136339;LA TEBAIDA;VR HERRADURA LADRILLERA LA PALMITA;101-25-;PARTICULAR;S-604;31133911
31134224;TERQ0295;300;RST;-75,86362565;4,432026168;LA TEBAIDA;VR LA HERRADURA LADRILLERA LA PALMITA;101-25-;PARTICULAR;S-604;31133911
31133963;TERQ0174;30;RST;-75,84276949;4,437047236;LA TEBAIDA;VR LA HERRADURA HD JAMAICA;101-25-;EDEQ;S-645;31133895
31134025;TERP0394;45;RST;-75,84610918;4,442188161;LA TEBAIDA;VDA LA HERRADURA FC LOMA VERDE;101-25-;PARTICULAR;S-644;31133875
31133996;TERQ0208;5;RS;-75,89342862;4,426262114;LA TEBAIDA;VR LA HERRADURA HD BALSORA;101-25-;EDEQ;S-661;31133851
31134029;TERQ0193;5;RT;-75,86114174;4,422395991;LA TEBAIDA;VR LA HERRADURA FC PATIO BONITO;101-25-;EDEQ;S-606;31133909
31134290;TERP0419;15;RST;-75,84346597;4,439111574;LA TEBAIDA;VR LA POPA LOTES LA FLORESTA;101-25-;EDEQ;S-645;31133895
31134059;TERP0187;5;RS;-75,85105964;4,425500279;LA TEBAIDA;VR LA HERRADURA FC CHIPRE;101-25-;EDEQ;S-603;31133860
31134006;TERP0337;15;RS;-75,85146252;4,422085228;LA TEBAIDA;VR ALAMBRADO FC VILLA LUISA;101-25-;EDEQ;S-603;31133860
31134299;TERP0191;10;RT;-75,84094538;4,415420694;LA TEBAIDA;VR LA HERRADURA FC LA DIVISA;101-25-;EDEQ;S-603;31133860
31134316;TERP0065;15;RS;-75,79266949;4,431574845;LA TEBAIDA;VR LA ARGENTINA FC LA PAMPA;101-25-;PARTICULAR;S-1058;31133904
31134229;TERQ0136;37,5;SN;-75,8339617;4,444493948;LA TEBAIDA;COL LA POPA;101-25-;EDEQ;C-0655;39485475
31134323;TERP0163;10;ST;-75,84066667;4,434581825;LA TEBAIDA;VR KILOMETRO-38 FC LUNA CLARA;101-25-;PARTICULAR;S-1908;31133871
31134193;TERP0138;30;RST;-75,83737649;4,447789756;LA TEBAIDA;VR LA POPA FC LA FRANCIA;101-25-;PARTICULAR;S-1979;31133856
31134009;TERQ0169;25;RN;-75,84599651;4,440605786;LA TEBAIDA;VR LA HERRADURA RETEN DE POLICIA;101-25-;EDEQ;C-0224;31133837
31134103;TERP0178;15;RN;-75,84820009;4,433403743;LA TEBAIDA;VR LA HERRADURA FC LA MARINA;101-25-;PARTICULAR;S-646;31133878
31134133;TERP0106;5;RS;-75,81025422;4,446869143;LA TEBAIDA;VR LA SILVIA FC EL PARAISO;101-25-;EDEQ;S-1495;31133897
