FID;CODIGO;FASES;COOR_GPS_LON;COOR_GPS_LAT;CAPACIDAD_NOMINAL;MUNICIPIO;CIRCUITO;UBICACION;PROPIETARIO_1;TIPO
30994825;S-2109;ST;-75,75293594;4,23307874;100;GÉNOVA;206-23-;VR EL RECREO ESC EL RECREO;EDEQ;S
30994879;S-1555;ST;-75,75528361;4,258377086;100;GÉNOVA;206-23-;VR MAIZENA FC ARBOLEDA;EDEQ;S
30994881;S-1924;RST;-75,71426506;4,367615338;100;PIJAO;206-23-;VR LA MINA FC LA MINA;EDEQ;S
30994882;S-1559;RST;-75,77119465;4,219794549;100;GÉNOVA;206-23-;VR EL RECREO FC PORVENIR;EDEQ;S
30994883;S-2000;RS;-75,73950928;4,378519768;100;BUENAVISTA;206-23-;VDA LAS GURRIAS HDA EL SILENCIO;EDEQ;S
30994884;S-682;RST;-75,80885255;4,210790982;100;GÉNOVA;206-23-;VR EL CAIRO FC MONTEREY;EDEQ;S
30994885;S-1923;T;-75,72884338;4,365993687;100;BUENAVISTA;206-23-;VR LOS BALSOS;EDEQ;S
30994827;S-536;T;-75,72711427;4,384444351;100;BUENAVISTA;206-23-;VR LOS MANGOS FCA EL REPOSO;EDEQ;S
30994828;S-827;RST;-75,79308381;4,243483202;100;GÉNOVA;206-23-;VR EL DORADO FC LAS MIRLAS;EDEQ;S
30994829;S-2071;RT;-75,73914326;4,186035847;100;GÉNOVA;206-23-;VR PEDREGAL ALTO FC CASA ROJA;EDEQ;S
30994830;S-1763;RST;-75,71520094;4,285687313;100;PIJAO;206-23-;VR RIO AZUL FC LA CUSTODIA;EDEQ;S
30994831;S-801;RST;-75,78786741;4,228593135;100;GÉNOVA;206-23-;VR EL DORADO FC EL PORVENIR;EDEQ;S
30994833;S-819;RST;-75,80172801;4,159608316;100;GÉNOVA;206-23-;HACIA VR SAN JUAN MEDIO FC LA;EDEQ;S
30994834;S-432;RSTN;-75,80024506;4,181786098;100;GÉNOVA;206-23-;VR SAN JUAN MEDIO FC LAS VIOLE;EDEQ;S
30994835;S-1604;RST;-75,71681886;4,314748612;200;PIJAO;206-23-;VDA PATIO BONITO FCA EL PLACER;EDEQ;S
30994836;S-830;RST;-75,79827174;4,253890744;100;GÉNOVA;206-23-;VR EL DORADO FC LA CEIBA;EDEQ;S
30994837;S-820;ST;-75,8017158;4,150427188;100;GÉNOVA;206-23-;HACIA VR SAN JUAN ALTO FC BEL;EDEQ;S
30994839;S-2056;ST;-75,76440407;4,168653526;100;GÉNOVA;206-23-;VR RIO GRIS ALTO FC PALO NEGRO;EDEQ;S
30994840;S-1919;RS;-75,71853193;4,373351253;100;BUENAVISTA;206-23-;VDA LA ESPERANZA TIERRA GRATA;EDEQ;S
30994841;S-1584;RST;-75,75515289;4,231560079;100;GÉNOVA;206-23-;VDA EL RECREO ESC EL RECREO;EDEQ;S
30994842;S-815;RST;-75,76095269;4,205690678;100;GÉNOVA;206-23-;HACIA VR RIO ROJO;EDEQ;S
30994843;S-2221;RST;-75,76447472;4,203945441;100;GÉNOVA;206-23-;VR LA PRIMAVERA FC LAS COLINAS;EDEQ;S
30994844;S-1550;RST;-75,71259109;4,319980028;100;PIJAO;206-23-;VR PLAYA FCA SANTA FE;EDEQ;S
30994845;S-2039;RST;-75,71729601;4,365493605;100;BUENAVISTA;206-23-;VR LA MINA FC LA MINA;EDEQ;S
30994846;S-828;SN;-75,79215043;4,2386867;100;GÉNOVA;206-23-;VR EL DORADO ESC ROMAN JARAMIL;EDEQ;S
30994847;S-2040;T;-75,80086645;4,17785972;100;GÉNOVA;206-23-;VR SAN JUAN MEDIO FC LAS VIOLETAS;EDEQ;S
30994849;S-2006;RST;-75,71134856;4,36373973;100;PIJAO;206-23-;VDA LA MINA FCA LA CAMELIA;EDEQ;S
30994851;S-791;RST;-75,78480911;4,209130192;100;GÉNOVA;206-23-;VR COQUETA;EDEQ;S
30994852;S-1193;RST;-75,81883182;4,209793766;100;GÉNOVA;206-23-;VR EL CAIRO;EDEQ;S
30994853;S-2007;RST;-75,71064978;4,362676183;200;PIJAO;206-23-;VR LA MINA;EDEQ;S
30994854;S-666;RST;-75,7310496;4,388322696;100;BUENAVISTA;206-23-;VR LOS BALSOS FCA CANAWAY;EDEQ;S
30994855;SR-0013;RST;-75,79486175;4,203973674;100;GÉNOVA;206-23-;CR 12 12 15;EDEQ;S
30994856;S-442;RST;-75,77841962;4,212647257;100;GÉNOVA;206-23-;VDA RIO ROJO FCA PALMICHAL;EDEQ;S
30994857;S-1598;RS;-75,74557611;4,271195418;200;PIJAO;206-23-;FCA EL VERGEL VDA LA MAIZENA;EDEQ;S
30994858;S-458;ST;-75,80487366;4,133568158;100;GÉNOVA;206-23-;VR SAN JUAN ALTO FC LA FLORESTA;EDEQ;S
30994859;S-1603;RST;-75,7609042;4,20560742;100;GÉNOVA;206-23-;FCA LA CAMELIA VDA PEDREGALES ALTO;EDEQ;S
30994860;S-531;S;-75,73736777;4,394460987;100;BUENAVISTA;206-23-;VDA PARAGUACITO FCA MONTEVIDEO;EDEQ;S
30994863;S-1925;RST;-75,72302242;4,313097175;100;PIJAO;206-23-;VDA PUENTE TABLA FCA EL VERGEL;EDEQ;S
30994864;S-817;RT;-75,74418966;4,200191477;100;GÉNOVA;206-23-;VR PEDREGAL BAJO FC LA PRADERA;EDEQ;S
30994865;S-850;RST;-75,79096784;4,198051749;100;GÉNOVA;206-23-;VR RIO GRIS FC PROVIDENCIA;EDEQ;S
30994866;S-1921;RST;-75,72002803;4,372305263;100;BUENAVISTA;206-23-;VDA LA ESPERANZA TIERRA GRATA;EDEQ;S
30994867;S-665;RSTN;-75,7352954;4,392876028;100;BUENAVISTA;206-23-;CENTRO EXPERIMENTAL LA GRANJA;EDEQ;S
30994869;S-1751;R;-75,72229508;4,378258124;100;BUENAVISTA;206-23-;VD SARDINEROS FC COSTA RICA;EDEQ;S
30994870;S-832;RST;-75,79696937;4,195437983;100;GÉNOVA;206-23-;FCA EL VERGEL VDA SAN JUAN;EDEQ;S
30994871;S-1585;RS;-75,75512963;4,231472343;100;GÉNOVA;206-23-;VDA EL RECREO ESC EL RECREO;EDEQ;S
30994872;S-1922;RST;-75,72886491;4,36604345;100;BUENAVISTA;206-23-;VR LOS BALSOS;EDEQ;S
30994873;S-1549;RST;-75,71270991;4,320011885;200;PIJAO;206-23-;VR PLAYA FCA SANTA FE;EDEQ;S
30994875;S-1601;RST;-75,73323031;4,297982169;200;PIJAO;206-23-;VR VERDAL FCA EL ENCANTO;EDEQ;S
30994877;S-927;ST;-75,77859918;4,177117795;100;GÉNOVA;206-23-;VR RIO GRIS FC LA GRANJA;EDEQ;S
30994878;S-1360;RST;-75,74418649;4,276943808;200;PIJAO;206-23-;VR LA MAIZENA ALTA VILLA CRISTINA;EDEQ;S
30986875;S-092;RST;-75,80397598;4,485761319;100;MONTENEGRO;101-26-;VRD PLATANILLAL FCA LA ARGELIA;EDEQ;S
30986876;S-1311;TN;-75,8051053;4,475043484;100;MONTENEGRO;101-26-;VDA SAN JOSE FCA LISBOA;EDEQ;S
30986877;S-727;RST;-75,81020629;4,482563574;100;MONTENEGRO;101-26-;VRD EL PRADO FCA HOTEL PRADO;EDEQ;S
30986879;S-723;RN;-75,85381023;4,470334179;100;MONTENEGRO;101-26-;VRD S.PABLO ESC SIMON BOLIVAR;EDEQ;S
30986880;S-812;RST;-75,79654021;4,498790637;100;MONTENEGRO;101-26-;VRD LA CEIBA FCA LINDARAJA;EDEQ;S
30986881;S-1557;RST;-75,80402968;4,485965737;100;MONTENEGRO;101-26-;VRD PLATANILLAL FCA LA ARGELIA;EDEQ;S
30986882;S-1309;RST;-75,7975066;4,466406985;100;LA TEBAIDA;101-26-;VR PADILLA FC EL CAIRO;EDEQ;S
30986883;S-731;RST;-75,84146738;4,486184924;100;MONTENEGRO;101-26-;VRD GUTEMALA FCA SANTA TERESA;EDEQ;S
30986884;S-725;RST;-75,80748533;4,477617064;200;MONTENEGRO;101-26-;VR EL PRADO FC CARACOLI;EDEQ;S
30986885;S-1308;RST;-75,79676194;4,465198721;100;LA TEBAIDA;101-26-;VDA PADILLA FCA CORSEGA;EDEQ;S
30986886;S-752;RST;-75,79216961;4,504243586;100;MONTENEGRO;101-26-;VRD EL SILENCIOFCA EL TRONCAL;EDEQ;S
30986887;S-721;R;-75,84952171;4,466351618;100;MONTENEGRO;101-26-;VRD POTOSI FCA EL RETIRO;EDEQ;S
30986888;S-730;RST;-75,83431562;4,481899047;100;MONTENEGRO;101-26-;VRD GUATEMALA FCA DIAMANTE;EDEQ;S
30986890;S-1312;RST;-75,7895369;4,504479397;100;MONTENEGRO;101-26-;VDA PUEBLO TAPAO FCA TRONCAL TANQUES DEL COMITE;EDEQ;S
30986891;S-709;RST;-75,79751014;4,466446771;100;LA TEBAIDA;101-26-;VR PADILLA FC EL CAIRO;EDEQ;S
30986892;S-2013;RST;-75,81448558;4,483936194;100;MONTENEGRO;101-26-;VR GUATEMALA ESC GUATEMALA;EDEQ;S
30986893;S-811;S;-75,84588058;4,503863143;100;MONTENEGRO;101-26-;VRD CEIBA FCA BENGALA;EDEQ;S
30986894;S-2011;RST;-75,85133239;4,490063064;100;MONTENEGRO;101-26-;VR GUATEMALA FC ORINOCO;EDEQ;S
30986895;S-751;RST;-75,80123309;4,481017272;100;MONTENEGRO;101-26-;VR PLATANILLAL FC ANDALUCIA;EDEQ;S
30986896;S-1985;RST;-75,79133331;4,503394069;100;MONTENEGRO;101-26-;VR PUBLO TAPADO FC EL TRONCAL;EDEQ;S
30986897;S-813;RST;-75,79657892;4,498804266;100;MONTENEGRO;101-26-;VRD LA CEIBA FCA LINDARAJA;EDEQ;S
30986898;S-714;RST;-75,79452321;4,458600376;100;LA TEBAIDA;101-26-;VR PADILLA FC LA GUAIRA;EDEQ;S
30986899;S-1857;RST;-75,79447171;4,500931475;200;MONTENEGRO;101-26-;VR PLATANILLAL FC EL BARRANCO;EDEQ;S
30986901;SR-0028;RST;-75,80086263;4,470263377;100;LA TEBAIDA;101-26-;VRD PADILLA FCA CASCADA;EDEQ;S
30986902;S-093;RST;-75,82377922;4,498312951;100;MONTENEGRO;101-26-;VRD LA CEIBA FCA LA CABA?A;EDEQ;S
30986903;S-753;RST;-75,81289622;4,497135916;100;MONTENEGRO;101-26-;VRD LA CEIBA FCA GUAYRITA;EDEQ;S
30986904;S-2010;RST;-75,82913378;4,481488759;100;MONTENEGRO;101-26-;VR GUATEMALA FC LA OFELIA;EDEQ;S
30986905;S-722;RST;-75,84831235;4,473627641;100;MONTENEGRO;101-26-;VRD SAN PABLO FCA MARACAIBO;EDEQ;S
30986907;S-1846;RST;-75,84150084;4,488242721;100;MONTENEGRO;101-26-;FC LA ISLITA V/ GUATEMALA;EDEQ;S
30986908;S-1307;RST;-75,78620525;4,47041389;100;LA TEBAIDA;101-26-;VR PADILLA FC JAMAICA;EDEQ;S
30986909;S-719;RST;-75,82628298;4,469122123;100;MONTENEGRO;101-26-;VRD SAN JOSE FCA SAN JOSE;EDEQ;S
30986910;S-806;RST;-75,82637778;4,49960397;100;MONTENEGRO;101-26-;VRD LA CEIBA FCA PORTUGAL;EDEQ;S
30986914;S-098;RST;-75,79670425;4,501313332;100;MONTENEGRO;101-26-;VRD LA CEIBA FCA RABO DE MICO;EDEQ;S
30986915;S-717;RST;-75,81901521;4,471199902;100;MONTENEGRO;101-26-;VRD SAN JOSE FCA LA ADRIANA;EDEQ;S
30986916;S-2268;RST;-75,82520896;4,47930495;100;MONTENEGRO;101-26-;SAN JULIAN DON POLLO;EDEQ;S
30986917;S-803;RST;-75,81681551;4,495754951;100;MONTENEGRO;101-26-;VRD LA CEIBA FCA CALIFORNIA;EDEQ;S
30986918;S-724;RN;-75,87094055;4,475800042;100;MONTENEGRO;101-26-;VRD SAN PABLO FCA ROBLEDAL;EDEQ;S
30986920;S-1890;RST;-75,79019607;4,504114414;100;MONTENEGRO;101-26-;VDA EL SILENCIO FCA EL TRONCAL;EDEQ;S
30986921;S-1971;RST;-75,78231935;4,478482279;200;LA TEBAIDA;101-26-;VR MURILLO FC VIRGEN DEL PILAR;EDEQ;S
30986925;S-712;RST;-75,77475768;4,48114126;100;ARMENIA;101-26-;VRD MURILLO FCA EL ORO;EDEQ;S
30986926;S-677;RST;-75,81826518;4,495119176;100;MONTENEGRO;101-26-;VR LA CEIBA FC CALIFORNIA;EDEQ;S
30986927;S-1306;ST;-75,77988624;4,468795225;100;LA TEBAIDA;101-26-;VR PADILLA FC IRLANDA;EDEQ;S
31013216;S-838;RST;-75,66679191;4,521508916;200;CALARCÁ;208-22-;VR BOHEMIA FC LA ESPERANZA;EDEQ;S
31013217;S-1605;RST;-75,67265823;4,518182634;200;CALARCÁ;208-22-;VR LA FLORESTA FC ESTERLINA;EDEQ;S
31013220;S-1038;RST;-75,64757714;4,531663165;100;CALARCÁ;208-22-;VR FLORESTA FC VILLA OLIVA;EDEQ;S
31013221;S-1640;RST;-75,66374147;4,507628869;100;CALARCÁ;208-22-;VR FLORESTA FC PLANADAS;EDEQ;S
31013222;S-1606;RST;-75,67039994;4,514413812;100;CALARCÁ;208-22-;VR FLORESTA FC EL PARAISO;EDEQ;S
31013223;S-2101;RST;-75,65014862;4,540101986;200;CALARCÁ;208-22-;VDA LA FLORESTA ALTO DEL RIO JUAN 23;EDEQ;S
31013225;S-1619;RST;-75,65349432;4,531409102;100;CALARCÁ;208-22-;VR FLORESTA FC EL DIAMANTE;EDEQ;S
31013226;S-2291;RST;-75,65717381;4,524721983;100;CALARCÁ;208-22-;PISCICOLA LA ESMERALDA;EDEQ;S
31006823;S-1827;RT;-75,75731552;4,332864898;100;PIJAO;206-24-;VDA LA MARIA A FCA LA RIVERA;EDEQ;S
31006824;S-942;RST;-75,74558071;4,316414598;100;PIJAO;206-24-;VR MARIA FC ALTAMIRA;EDEQ;S
31006825;S-1209;RST;-75,7346655;4,321194893;100;PIJAO;206-24-;VDA LOS JUANES FCA ALEJANDRIA;EDEQ;S
31006826;S-2070;RST;-75,78839243;4,278789114;100;GÉNOVA;206-24-;VR LA TOPACIA FC LLANITOS;EDEQ;S
31006827;S-1951;RST;-75,75562117;4,35672503;100;BUENAVISTA;206-24-;VR PALO NEGRO FC LAS DELICIAS;EDEQ;S
31006746;S-1666;RST;-75,75389823;4,369017415;100;BUENAVISTA;206-24-;VR CABAÑA FC LA ESPERANZA BAJO;EDEQ;S
31006747;S-1674;RT;-75,78063541;4,365598972;100;CALARCÁ;206-24-;HACIA FCA EL CEILAN;EDEQ;S
31006748;S-848;RST;-75,79319475;4,205186018;100;GÉNOVA;206-24-;ENTRADA BA LA ISLA;EDEQ;S
31006749;S-788;RST;-75,78079131;4,360316671;100;BUENAVISTA;206-24-;VR CABA?A FC CALIFORNIA;EDEQ;S
31006750;S-1634;RST;-75,78959196;4,340154419;100;PIJAO;206-24-;VR BARRAGAN FC LA JULIA;EDEQ;S
31006751;S-831;RST;-75,77930835;4,223499611;100;GÉNOVA;206-24-;RAMAL HACIA EL BATALLON;EDEQ;S
31006752;S-1172;RST;-75,78833626;4,343440437;100;CALARCÁ;206-24-;VR BARRAGAN COND LOS ALMENDROS;EDEQ;S
31006753;S-1571;RST;-75,78887142;4,322666298;100;PIJAO;206-24-;VR LOS BALSOS FC COSTARICA;EDEQ;S
31006755;S-1999;RS;-75,74830188;4,306117361;100;PIJAO;206-24-;VR LA MARIELA FC LA ESPERANZA;EDEQ;S
31006756;S-1767;RST;-75,79034033;4,207276067;100;GÉNOVA;206-24-;CR 12 24 26;EDEQ;S
31006757;S-1825;RS;-75,79072355;4,259682379;100;GÉNOVA;206-24-;VR VENADA FC FRANCIA;EDEQ;S
31006758;S-835;RST;-75,75058799;4,30019244;100;PIJAO;206-24-;VR LA MARIA CASERIO LA MARIELA;EDEQ;S
31006759;S-562;T;-75,78879975;4,340468588;100;PIJAO;206-24-;VR BARRAGAN FC LA JULIA;EDEQ;S
31006760;S-1366;S;-75,7851494;4,24117261;100;GÉNOVA;206-24-;VR LA GRANJA FC DIAMANTE;EDEQ;S
31006761;S-928;RST;-75,75426183;4,320770225;100;PIJAO;206-24-;VR LA MARIA;EDEQ;S
31006763;S-293;RST;-75,73468357;4,321160571;200;PIJAO;206-24-;VR ARENALES FC ALEJANDRIA;EDEQ;S
31006764;S-1181;RST;-75,73760955;4,358394477;100;BUENAVISTA;206-24-;CRA 2 CALLE 3;EDEQ;S
31006766;S-1775;RST;-75,78991637;4,207715656;100;GÉNOVA;206-24-;CL 23  CRA 12 ESQUINA;EDEQ;S
31006767;S-1667;RSTN;-75,73969182;4,360453154;100;BUENAVISTA;206-24-;CL 3 6 12;EDEQ;S
31006768;S-1642;RT;-75,77798436;4,373098265;100;CALARCÁ;206-24-;VDA LA CABAÑA HDA GERYCO;EDEQ;S
31006770;S-2069;RS;-75,76644453;4,28330557;100;GÉNOVA;206-24-;VR LA TOPACIA FC EL CASTILLO;EDEQ;S
31006771;S-1389;ST;-75,75142958;4,343334595;100;BUENAVISTA;206-24-;VR SAUCES FC EL BOSQUECITO;EDEQ;S
31006773;S-1364;R;-75,78847493;4,249919844;100;GÉNOVA;206-24-;VR LA GRANJA FC LAS DELICIAS;EDEQ;S
31006774;S-2123;RST;-75,78819957;4,309351534;100;PIJAO;206-24-;VR LOS BALSOS FC EL CORALITO;EDEQ;S
31006775;S-852;RST;-75,78685034;4,283254514;100;GÉNOVA;206-24-;VR LA MAYORI FTE FC CAMPO ALEG;EDEQ;S
31006776;S-1126;RST;-75,78759873;4,302498419;100;GÉNOVA;206-24-;VR TOPACIA BAJA FC LA CABAÑA;EDEQ;S
31006818;S-1171;RST;-75,78863886;4,310005938;100;PIJAO;206-24-;VR LOS BALSOS FC EL CORALITO;EDEQ;S
31006819;S-1673;RT;-75,77887672;4,366971934;100;CALARCÁ;206-24-;VR LA CABAÑA FC CEILAN;EDEQ;S
31006820;S-837;RST;-75,75074055;4,300500997;100;PIJAO;206-24-;VR LA MARIA CASERIO LA MARIELA;EDEQ;S
31006822;S-1530;RST;-75,73027753;4,327909724;200;PIJAO;206-24-;VR ARENALES FC LOS CHIVOS;EDEQ;S
31006778;S-1540;RST;-75,75076855;4,300454034;100;PIJAO;206-24-;VR LA MARIA CASERIO LA MARIELA;EDEQ;S
31006779;S-1676;RST;-75,76232976;4,355950293;100;BUENAVISTA;206-24-;VDA PALO NEGRO FCA LAS MARGARITAS;EDEQ;S
31006780;S-929;RST;-75,76886272;4,33590921;100;PIJAO;206-24-;VR LA MORAVITA LA FONDA;EDEQ;S
31006781;S-1694;RT;-75,78957367;4,346669253;100;CALARCÁ;206-24-;CONDOMINIO LOS ALMENDROS;EDEQ;S
31006782;S-920;RST;-75,73702441;4,356267071;100;BUENAVISTA;206-24-;CR 2 FCA ZAFIRO CASA LOTE;EDEQ;S
31006783;S-1797;RST;-75,75356111;4,378885704;100;BUENAVISTA;206-24-;VDA LA CABAÑA FCA BELGICA BUENAVISTA;EDEQ;S
31006785;S-846;RST;-75,79293522;4,205298599;100;GÉNOVA;206-24-;CL 29 11 28;EDEQ;S
31006786;S-1819;RT;-75,78871801;4,310601868;200;PIJAO;206-24-;VR LOS VALSOS HACIA FCA EL JARDIN;EDEQ;S
31006787;S-855;RST;-75,7556803;4,382022994;100;CALARCÁ;206-24-;FC BELGICA RAMAL BUENAVISTA;EDEQ;S
31006788;SR-0021;RST;-75,73764488;4,35827882;200;BUENAVISTA;206-24-;CR 2    #  3 -14;EDEQ;S
31006789;S-1668;RST;-75,74819857;4,364538456;100;BUENAVISTA;206-24-;VR LA CABAÑA FC LA ARGELIA;EDEQ;S
31006790;S-1579;RST;-75,78889181;4,335588475;100;PIJAO;206-24-;VR BARRAGAN FC GUAYMARAL;EDEQ;S
31006791;S-1107;RST;-75,78942679;4,275270335;100;GÉNOVA;206-24-;VR LA TOPACIA;EDEQ;S
31006792;S-1821;RST;-75,78880844;4,339069978;100;PIJAO;206-24-;VR BARRAGAN FCA LA JULIA;EDEQ;S
31006794;S-1754;RST;-75,7914397;4,317528213;100;PIJAO;206-24-;VR LOS VALSOS FC JAMAICA;EDEQ;S
31006795;S-844;RST;-75,73469857;4,321846786;200;PIJAO;206-24-;VR ARENALES FC ARENALES;EDEQ;S
31006796;S-1153;RST;-75,79011514;4,34127277;100;CALARCÁ;206-24-;VR BARRAGAN FTE A LA ESCUELA;EDEQ;S
31006797;S-857;RST;-75,7874449;4,302392379;100;GÉNOVA;206-24-;VDA LA TOPACIA FC LAS ACACIAS;EDEQ;S
31006798;S-1903;ST;-75,79320462;4,205205924;100;GÉNOVA;206-24-;ENTRADA BA LA ISLA;EDEQ;S
31006800;S-1528;RST;-75,75981193;4,325169234;200;PIJAO;206-24-;VR LA MARIA ESC LA CRUZ;EDEQ;S
31006801;S-1675;RT;-75,79184604;4,359895458;100;CALARCÁ;206-24-;VR BRRAGAN TRITURADORA CALIFOR;EDEQ;S
31006803;S-1124;RS;-75,74153699;4,361625415;100;BUENAVISTA;206-24-;CEMENTERIO MUNICIPAL;EDEQ;S
31006805;S-1106;RT;-75,78387969;4,270722426;100;GÉNOVA;206-24-;VR VENADA ALTA FC BALSORA;EDEQ;S
31006806;S-1541;RST;-75,76287032;4,32888853;100;PIJAO;206-24-;FRENTE A LA FCA SN GERARDO;EDEQ;S
31006807;S-2103;RST;-75,77060249;4,35431573;100;BUENAVISTA;206-24-;VDA PALO NEGRO HDA LA CARMELITA;EDEQ;S
31006808;S-1680;RST;-75,78941382;4,361176889;100;CALARCÁ;206-24-;VR CABAÑA RANCHO CALIFORNIA;EDEQ;S
31006809;S-1747;RST;-75,78929012;4,206868385;100;GÉNOVA;206-24-;CLL 23 CRA 10 ESQU;EDEQ;S
31006810;S-1182;RST;-75,73822443;4,359053741;100;BUENAVISTA;206-24-;CL 3 2 84;EDEQ;S
31006811;S-1365;R;-75,78413954;4,238689187;100;GÉNOVA;206-24-;VR LA GRANJA VR EL VERGEL;EDEQ;S
31006812;S-1498;RST;-75,74874286;4,344927346;100;BUENAVISTA;206-24-;VR LOS SAUCES FC EL VERDUN;EDEQ;S
31006814;S-941;RST;-75,74852729;4,317852648;100;PIJAO;206-24-;VR MARIA FC CARMELITA;EDEQ;S
31006815;S-1219;RS;-75,78448442;4,291846573;100;GÉNOVA;206-24-;VR LA TOPACIA FC LOS NARANJOS;EDEQ;S
31006816;S-1877;RS;-75,79018543;4,25781543;100;GÉNOVA;206-24-;VR LA VENADA FC EL CORAZON;EDEQ;S
31024264;S-261;RST;-75,75069293;4,561317837;100;MONTENEGRO;303-28-;CL 20 18 10;EDEQ;S
31024265;S-271;RST;-75,75130568;4,562222139;100;MONTENEGRO;303-28-;BRR FUNDADORES;EDEQ;S
31019140;S-870;RST;-75,68444384;4,641540939;100;FILANDIA;304-23-;VR FACHADA FC LA SIRIA;EDEQ;S
31019141;S-879;RT;-75,70144591;4,636295409;200;FILANDIA;304-23-;VR LOS TANQUES HACIA FC LA ESP;EDEQ;S
31019142;S-1554;RST;-75,6851305;4,640180558;100;FILANDIA;304-23-;VDA FACHADAS RAMAL AVICOLA A PRIMAVERA;EDEQ;S
31019143;S-1482;RST;-75,67842133;4,641775537;100;FILANDIA;304-23-;VR CAUCHERA FC EL RANCHO;EDEQ;S
31019116;S-139;RST;-75,70839634;4,632916048;100;FILANDIA;304-23-;CTO PARAISO VDA LOS TANQUES;EDEQ;S
31019117;S-2017;RST;-75,71488946;4,63071822;100;FILANDIA;304-23-;VR PARAISO FC ALTO GRANDE;EDEQ;S
31019119;S-1505;ST;-75,72052806;4,62749939;100;FILANDIA;304-23-;VR PARAISO FC LA ESMERALDA;EDEQ;S
31019121;S-540;RST;-75,70839357;4,632950397;100;FILANDIA;304-23-;VDA LOS TANQUES FCA LA GIRONDA;EDEQ;S
31019122;S-1481;RST;-75,67872288;4,637810108;100;FILANDIA;304-23-;VR LA CAUCHERA FC LA PALOMA;EDEQ;S
31019123;S-1900;RST;-75,66903956;4,665193979;100;FILANDIA;304-23-;ESTACION DE GAS CITY GATE;EDEQ;S
31019124;S-1849;RST;-75,73682301;4,627424281;100;FILANDIA;304-23-;VR PARAISO FC LA PLAYA;EDEQ;S
31019125;S-544;RST;-75,72081485;4,629503746;100;FILANDIA;304-23-;VR PARAISO FC LA ESMERALDA;EDEQ;S
31019126;S-860;RT;-75,71295942;4,631256015;100;FILANDIA;304-23-;FC LA PALMERA VR PARAISO;EDEQ;S
31019127;S-907;RST;-75,67403648;4,657090267;100;FILANDIA;304-23-;VR FACHADA FC LA TRAMPA ANTENA;EDEQ;S
31019128;S-2175;ST;-75,68093865;4,677741512;100;FILANDIA;304-23-;VR ARGENSUL FC LA GALICIA;EDEQ;S
31019130;S-2231;ST;-75,68410216;4,679108418;200;FILANDIA;304-23-;VDA ARGENZUL FCA LA ROMELIA;EDEQ;S
31019131;S-871;RS;-75,68185212;4,646155678;100;FILANDIA;304-23-;VR FACHADAS FC LA FORTUNA;EDEQ;S
31019132;S-2025;RST;-75,72738441;4,624041369;100;FILANDIA;304-23-;VD PARAÍSO FCA BUENOS AIRES;EDEQ;S
31019134;S-872;RST;-75,67792565;4,650953278;100;FILANDIA;304-23-;VR FACHADAS FCA LIMONAR;EDEQ;S
31019135;S-2003;RT;-75,69363092;4,649130217;100;FILANDIA;304-23-;VR BAMBUCO ALTO FC EL OASIS;EDEQ;S
31019137;S-877;STN;-75,66633931;4,666959545;100;FILANDIA;304-23-;PARA LA VR EL VERGEL;EDEQ;S
31019138;S-1279;RST;-75,75038177;4,623688996;100;QUIMBAYA;304-23-;VR SOLEDAD FC LA ROCHELA;EDEQ;S
31015408;S-701;RST;-75,64357554;4,536726819;100;CALARCÁ;208-26-;VR BUENOS AIRES TRANSM RCN;EDEQ;S
31015409;S-2279;TN;-75,58737644;4,559498474;100;SALENTO;208-26-;VDA NAVARCO ALTO FCA BRILLANTE;EDEQ;S
31015410;S-916;RST;-75,66106514;4,533622647;100;ARMENIA;208-26-;VR LA MARIA PLANTA DE G BAYONA;EDEQ;S
31015413;S-1168;RST;-75,64525069;4,547858771;100;CALARCÁ;208-26-;VR LA FLORIDA FC MI REFUGIO;EDEQ;S
31015414;S-1856;RST;-75,6318046;4,561799;100;CALARCÁ;208-26-;VR CHAGUALA;EDEQ;S
31015415;S-997;TN;-75,62391492;4,567118553;100;CALARCÁ;208-26-;VR CHAGUALA FC BUENOS AIRES;EDEQ;S
31015416;S-1278;RST;-75,66109483;4,533642594;200;ARMENIA;208-26-;VR LA MARIA PLANTA DE G BAYONA;EDEQ;S
31015417;S-999;RST;-75,62608014;4,565116927;100;CALARCÁ;208-26-;VR CHAGUALA FC LAS DELICIAS;EDEQ;S
31015418;S-998;R;-75,62706945;4,564590985;100;CALARCÁ;208-26-;VR CHAGUALA FC LA NI?A;EDEQ;S
31015419;S-1652;TN;-75,60242125;4,552566014;100;SALENTO;208-26-;VR EL CASTILLO FC LA ESTRELLA;EDEQ;S
31015420;S-1289;RST;-75,63955377;4,553254373;100;CALARCÁ;208-26-;VR BUENOS AIRES BAJO ESCUELA;EDEQ;S
31015421;S-2060;TN;-75,64575122;4,550306077;100;CALARCÁ;208-26-;VDA LA FLORESTA PLANTA CAMPESTRE;EDEQ;S
31015422;SR-0008;T;-75,60189986;4,559957959;100;SALENTO;208-26-;VR CASTILLO LA ESCUELA;EDEQ;S
31015423;S-1653;TN;-75,60419012;4,555843989;100;SALENTO;208-26-;VR CASTILLO FC LA AURORA;EDEQ;S
31032054;S-1933;RST;-75,66664453;4,54863432;100;ARMENIA;113-23-;CALLE 5N CRAS 19 Y 17;EDEQ;S
